date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-03-03,212,0,12,4,0,21,0.0,0,1,0.0,,法国
2020-03-04,285,0,12,4,0,73,0.0,0,0,0.0,,法国
2020-03-05,423,0,12,7,0,138,0.0,0,3,0.0,,法国
2020-03-06,613,0,12,9,0,190,0.0,0,2,0.0,,法国
2020-03-07,949,0,12,16,0,336,0.0,0,7,0.0,,法国
2020-03-08,1126,0,12,16,0,177,0.0,0,0,0.0,,法国
2020-03-09,1412,0,12,21,0,286,0.0,0,5,0.0,,法国
2020-03-10,1784,0,12,33,0,372,0.0,0,12,0.0,,法国
2020-03-11,2281,0,12,48,0,497,0.0,0,15,0.0,,法国
2020-03-12,2876,0,12,61,0,595,0.0,0,13,0.0,,法国
2020-03-13,3661,0,12,79,0,785,0.0,0,18,0.0,,法国
2020-03-14,4500,0,33,91,0,839,0.0,21,12,0.0,,法国
2020-03-15,5423,0,33,127,0,923,0.0,0,36,0.0,,法国
2020-03-16,6633,0,33,148,0,1210,0.0,0,21,0.0,,法国
2020-03-17,7730,0,602,175,0,1097,0.0,569,27,0.0,,法国
2020-03-18,9134,0,602,264,0,1404,0.0,0,89,0.0,,法国
2020-03-19,10995,0,602,372,0,1861,0.0,0,108,0.0,,法国
2020-03-20,12612,0,1587,450,0,1617,0.0,985,78,0.0,,法国
2020-03-21,14459,0,1587,562,0,1847,0.0,0,112,0.0,,法国
2020-03-22,16018,0,1587,674,0,1559,0.0,0,112,0.0,,法国
2020-03-23,20123,0,1587,860,0,4105,0.0,0,186,0.0,,法国
2020-03-24,22300,0,3281,1100,0,2177,0.0,1694,240,0.0,,法国
2020-03-25,25233,0,3900,1331,0,2933,0.0,619,231,0.0,,法国
2020-03-26,29155,0,4948,1696,0,3922,0.0,1048,365,0.0,,法国
2020-03-27,33414,0,5700,1995,0,4259,0.0,752,299,0.0,,法国
2020-03-28,38105,0,5724,2314,0,4691,0.0,24,319,0.0,,法国
2020-03-29,40174,0,7226,2611,0,2069,0.0,1502,297,0.0,,法国
2020-03-30,44550,0,7964,3024,0,4376,0.0,738,413,0.0,,法国
2020-03-31,45169,0,7964,3030,0,619,,0,6,,,法国
2020-02-08,7,0,0,0,0,7,0.0,0,0,,,阿联酋
2020-02-10,9,0,1,0,0,2,0.0,1,0,,,阿联酋
2020-02-22,11,0,0,0,0,2,0.0,0,0,,,阿联酋
2020-02-23,13,0,3,0,0,2,0.0,3,0,,,阿联酋
2020-02-27,19,0,5,0,0,6,0.0,2,0,,,阿联酋
2020-02-28,19,0,5,0,0,0,0.0,0,0,,,阿联酋
2020-02-29,21,0,5,0,0,2,0.0,0,0,,,阿联酋
2020-03-03,27,0,5,0,0,6,0.0,0,0,0.0,,阿联酋
2020-03-04,29,0,5,0,0,2,0.0,0,0,0.0,,阿联酋
2020-03-06,45,0,5,0,0,16,0.0,0,0,0.0,,阿联酋
2020-03-09,59,0,7,0,0,14,0.0,2,0,0.0,,阿联酋
2020-03-10,74,0,12,0,0,15,0.0,5,0,0.0,,阿联酋
2020-03-12,85,0,20,0,0,11,0.0,8,0,0.0,,阿联酋
2020-03-14,85,0,23,0,0,0,0.0,3,0,0.0,,阿联酋
2020-03-15,98,0,26,0,0,13,0.0,3,0,0.0,,阿联酋
2020-03-17,113,0,26,0,0,15,0.0,0,0,0.0,,阿联酋
2020-03-19,140,0,31,0,0,27,0.0,5,0,0.0,,阿联酋
2020-03-20,140,0,31,2,0,0,0.0,0,2,0.0,,阿联酋
2020-03-22,153,0,38,2,0,13,0.0,7,0,0.0,,阿联酋
2020-03-23,198,0,41,2,0,45,0.0,3,0,0.0,,阿联酋
2020-03-24,248,0,41,2,0,50,0.0,0,0,0.0,,阿联酋
2020-03-25,333,0,52,2,0,85,0.0,11,0,0.0,,阿联酋
2020-03-26,333,0,52,2,0,0,,0,0,,,阿联酋
2020-03-27,405,0,55,2,0,72,0.0,3,0,0.0,,阿联酋
2020-03-28,468,0,55,2,0,63,0.0,0,0,0.0,,阿联酋
2020-03-29,570,0,58,3,0,102,0.0,3,1,0.0,,阿联酋
2020-03-30,611,0,61,5,0,41,0.0,3,2,0.0,,阿联酋
2020-02-08,7,0,0,0,0,7,0.0,0,0,,,加拿大
2020-02-14,8,0,0,0,0,1,0.0,0,0,,,加拿大
2020-02-24,11,0,4,0,0,3,0.0,4,0,,,加拿大
2020-02-26,12,0,4,0,0,1,0.0,0,0,,,加拿大
2020-02-27,14,0,4,0,0,2,0.0,0,0,,,加拿大
2020-02-28,16,0,4,0,0,2,0.0,0,0,,,加拿大
2020-02-29,20,0,4,0,0,4,0.0,0,0,,,加拿大
2020-03-02,27,0,4,0,0,7,0.0,0,0,,,加拿大
2020-03-03,33,0,4,0,0,6,0.0,0,0,0.0,,加拿大
2020-03-05,37,0,4,0,0,4,0.0,0,0,0.0,,加拿大
2020-03-06,54,0,4,0,0,17,0.0,0,0,0.0,,加拿大
2020-03-07,60,0,4,0,0,6,0.0,0,0,0.0,,加拿大
2020-03-08,66,0,4,0,0,6,0.0,0,0,0.0,,加拿大
2020-03-09,77,0,4,1,0,11,0.0,0,1,0.0,,加拿大
2020-03-11,115,0,4,1,0,38,0.0,0,0,0.0,,加拿大
2020-03-12,138,0,4,1,0,23,0.0,0,0,0.0,,加拿大
2020-03-13,198,0,4,1,0,60,0.0,0,0,0.0,,加拿大
2020-03-14,253,0,4,1,0,55,0.0,0,0,0.0,,加拿大
2020-03-15,313,0,4,1,0,60,0.0,0,0,0.0,,加拿大
2020-03-16,436,0,4,4,0,123,0.0,0,3,0.0,,加拿大
2020-03-17,465,0,4,5,0,29,0.0,0,1,0.0,,加拿大
2020-03-18,727,0,4,9,0,262,0.0,0,4,0.0,,加拿大
2020-03-19,873,0,4,12,0,146,0.0,0,3,0.0,,加拿大
2020-03-20,1087,0,4,13,0,214,0.0,0,1,0.0,,加拿大
2020-03-21,1330,0,4,18,0,243,0.0,0,5,0.0,,加拿大
2020-03-22,1470,0,4,20,0,140,0.0,0,2,0.0,,加拿大
2020-03-23,2091,0,4,24,0,621,0.0,0,4,0.0,,加拿大
2020-03-24,2792,0,4,27,0,701,0.0,0,3,0.0,,加拿大
2020-03-25,3409,0,4,36,0,617,0.0,0,9,0.0,,加拿大
2020-03-26,4046,0,202,40,0,637,0.0,198,4,0.0,,加拿大
2020-03-27,4633,0,202,53,0,587,0.0,0,13,0.0,,加拿大
2020-03-28,5576,0,466,61,0,943,0.0,264,8,0.0,,加拿大
2020-03-29,6280,0,466,65,0,704,0.0,0,4,0.0,,加拿大
2020-03-30,7448,0,466,87,0,1168,0.0,0,22,0.0,,加拿大
2020-02-08,3,0,0,0,0,3,0.0,0,0,,,印度
2020-02-28,3,0,3,0,0,0,0.0,3,0,,,印度
2020-03-02,5,0,3,0,0,2,0.0,0,0,,,印度
2020-03-03,11,0,3,0,0,6,0.0,0,0,0.0,,印度
2020-03-04,29,0,3,0,0,18,0.0,0,0,0.0,,印度
2020-03-05,30,0,3,0,0,1,0.0,0,0,0.0,,印度
2020-03-07,34,0,3,0,0,4,0.0,0,0,0.0,,印度
2020-03-08,42,0,3,0,0,8,0.0,0,0,0.0,,印度
2020-03-09,47,0,3,0,0,5,0.0,0,0,0.0,,印度
2020-03-10,61,0,3,0,0,14,0.0,0,0,0.0,,印度
2020-03-11,63,0,3,0,0,2,0.0,0,0,0.0,,印度
2020-03-12,74,0,3,1,0,11,0.0,0,1,0.0,,印度
2020-03-13,81,0,3,1,0,7,0.0,0,0,0.0,,印度
2020-03-14,84,0,9,2,0,3,0.0,6,1,0.0,,印度
2020-03-15,110,0,13,2,0,26,0.0,4,0,0.0,,印度
2020-03-16,117,0,13,2,0,7,0.0,0,0,0.0,,印度
2020-03-17,137,0,14,3,0,20,0.0,1,1,0.0,,印度
2020-03-18,151,0,14,3,0,14,0.0,0,0,0.0,,印度
2020-03-19,173,0,14,4,0,22,0.0,0,1,0.0,,印度
2020-03-20,223,0,14,4,0,50,0.0,0,0,0.0,,印度
2020-03-21,315,0,22,4,0,92,0.0,8,0,0.0,,印度
2020-03-22,396,0,23,7,0,81,0.0,1,3,0.0,,印度
2020-03-23,471,0,34,9,0,75,0.0,11,2,0.0,,印度
2020-03-24,536,0,40,9,0,65,0.0,6,0,0.0,,印度
2020-03-25,606,0,42,10,0,70,0.0,2,1,0.0,,印度
2020-03-26,694,0,44,16,0,88,0.0,2,6,0.0,,印度
2020-03-27,775,0,71,20,0,81,0.0,27,4,0.0,,印度
2020-03-28,918,0,80,20,0,143,0.0,9,0,0.0,,印度
2020-03-29,1024,0,95,27,0,106,0.0,15,7,0.0,,印度
2020-03-30,1251,0,102,32,0,227,0.0,7,5,0.0,,印度
2020-02-08,8,0,0,0,0,8,0.0,0,0,,,英国
2020-02-12,9,0,0,0,0,1,0.0,0,0,,,英国
2020-02-23,13,0,8,0,0,4,0.0,8,0,,,英国
2020-02-27,16,0,8,0,0,3,0.0,0,0,,,英国
2020-02-28,20,0,8,0,0,4,0.0,0,0,,,英国
2020-02-29,23,0,8,0,0,3,0.0,0,0,,,英国
2020-03-01,36,0,8,0,0,13,0.0,0,0,,,英国
2020-03-02,40,0,8,0,0,4,0.0,0,0,,,英国
2020-03-03,51,0,8,0,0,11,0.0,0,0,0.0,,英国
2020-03-04,85,0,8,0,0,34,0.0,0,0,0.0,,英国
2020-03-05,116,0,8,1,0,31,0.0,0,1,0.0,,英国
2020-03-06,163,0,8,2,0,47,0.0,0,1,0.0,,英国
2020-03-07,206,0,8,2,0,43,0.0,0,0,0.0,,英国
2020-03-08,273,0,8,2,0,67,0.0,0,0,0.0,,英国
2020-03-09,319,0,8,5,0,46,0.0,0,3,0.0,,英国
2020-03-10,382,0,8,6,0,63,0.0,0,1,0.0,,英国
2020-03-11,460,0,8,8,0,78,0.0,0,2,0.0,,英国
2020-03-12,590,0,8,10,0,130,0.0,0,2,0.0,,英国
2020-03-13,798,0,8,10,0,208,0.0,0,0,0.0,,英国
2020-03-14,1145,0,8,21,0,347,0.0,0,11,0.0,,英国
2020-03-15,1372,0,8,35,0,227,0.0,0,14,0.0,,英国
2020-03-16,1543,0,18,55,0,171,0.0,10,20,0.0,,英国
2020-03-17,1950,0,18,71,0,407,0.0,0,16,0.0,,英国
2020-03-18,2626,0,18,71,0,676,0.0,0,0,0.0,,英国
2020-03-19,3269,0,18,144,0,643,0.0,0,73,0.0,,英国
2020-03-20,3983,0,18,184,0,714,0.0,0,40,0.0,,英国
2020-03-21,5018,0,65,233,0,1035,0.0,47,49,0.0,,英国
2020-03-22,5683,0,65,281,0,665,0.0,0,48,0.0,,英国
2020-03-23,6650,0,65,335,0,967,0.0,0,54,0.0,,英国
2020-03-24,8077,0,65,422,0,1427,0.0,0,87,0.0,,英国
2020-03-25,9529,0,65,465,0,1452,0.0,0,43,0.0,,英国
2020-03-26,11658,0,135,578,0,2129,0.0,70,113,0.0,,英国
2020-03-27,14579,0,150,759,0,2921,0.0,15,181,0.0,,英国
2020-03-28,17089,0,151,1019,0,2510,0.0,1,260,0.0,,英国
2020-03-29,19522,0,151,1228,0,2433,0.0,0,209,0.0,,英国
2020-03-30,22141,0,151,1408,0,2619,0.0,0,180,0.0,,英国
2020-03-31,22453,0,171,1411,0,312,0.0,20,3,0.0,,英国
2020-01-31,2,0,0,0,0,2,0.0,0,0,,,意大利
2020-02-01,2,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-02,2,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-03,2,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-04,2,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-05,2,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-06,3,0,0,0,0,1,0.0,0,0,,,意大利
2020-02-07,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-08,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-09,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-10,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-11,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-12,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-13,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-14,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-15,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-16,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-17,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-18,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-19,3,0,0,0,0,0,0.0,0,0,,,意大利
2020-02-20,4,0,0,0,0,1,0.0,0,0,,,意大利
2020-02-21,21,0,0,1,0,17,0.0,0,1,,,意大利
2020-02-22,79,0,0,2,0,58,0.0,0,1,,,意大利
2020-02-23,132,0,0,3,0,53,0.0,0,1,,,意大利
2020-02-24,219,0,0,6,0,87,0.0,0,3,,,意大利
2020-02-25,283,0,1,7,0,64,0.0,1,1,,,意大利
2020-02-26,400,0,3,12,0,117,0.0,2,5,,,意大利
2020-02-27,650,0,45,17,0,250,0.0,42,5,,,意大利
2020-02-28,888,0,46,21,0,238,0.0,1,4,,,意大利
2020-02-29,1128,0,50,29,0,240,0.0,4,8,,,意大利
2020-03-01,1694,0,83,34,0,566,0.0,33,5,,,意大利
2020-03-02,2084,0,149,52,0,390,0.0,66,18,,,意大利
2020-03-03,2502,0,160,79,0,418,0.0,11,27,0.0,,意大利
2020-03-04,3144,0,276,107,0,642,,116,28,,,意大利
2020-03-05,3927,0,414,148,0,783,,138,41,,,意大利
2020-03-06,4636,0,523,197,0,709,,109,49,,,意大利
2020-03-07,6030,0,523,233,0,1394,0.0,0,36,0.0,,意大利
2020-03-08,7522,0,622,366,0,1492,0.0,99,133,0.0,,意大利
2020-03-09,9220,0,622,463,0,1698,0.0,0,97,0.0,,意大利
2020-03-10,10149,0,1004,631,0,929,0.0,382,168,0.0,,意大利
2020-03-11,12598,0,1045,827,0,2449,0.0,41,196,0.0,,意大利
2020-03-12,15385,0,1258,1016,0,2787,0.0,213,189,0.0,,意大利
2020-03-13,17760,0,1439,1266,0,2375,0.0,181,250,0.0,,意大利
2020-03-14,21270,0,1966,1441,0,3510,0.0,527,175,0.0,,意大利
2020-03-15,24938,0,2335,1809,0,3668,0.0,369,368,0.0,,意大利
2020-03-16,27980,0,2749,2158,0,3042,0.0,414,349,0.0,,意大利
2020-03-17,31506,0,2941,2503,0,3526,,192,345,,,意大利
2020-03-18,35713,0,4025,2978,0,4207,,1084,475,,,意大利
2020-03-19,41035,0,4440,3405,0,5322,,415,427,,,意大利
2020-03-20,47021,0,5129,4032,0,5986,0.0,689,627,0.0,,意大利
2020-03-21,53578,0,6072,4825,0,6557,0.0,943,793,0.0,,意大利
2020-03-22,59138,0,7024,5476,0,5560,,952,651,,,意大利
2020-03-23,63927,0,7432,6077,0,4789,0.0,408,601,0.0,,意大利
2020-03-24,69176,0,8326,6820,0,5249,,894,743,,,意大利
2020-03-25,74386,0,9362,7503,0,5210,,1036,683,,,意大利
2020-03-26,80539,0,10361,8165,0,6153,,999,662,,,意大利
2020-03-27,86498,0,10950,9134,0,5959,0.0,589,969,0.0,,意大利
2020-03-28,92472,0,12384,10023,0,5974,0.0,1434,889,0.0,,意大利
2020-03-29,97689,0,13030,10779,0,5217,,646,756,,,意大利
2020-03-30,101739,0,14620,11591,0,4050,0.0,1590,812,0.0,,意大利
2020-02-08,2,0,0,0,0,2,0.0,0,0,,,俄罗斯
2020-02-28,2,0,2,0,0,0,0.0,2,0,,,俄罗斯
2020-03-02,3,0,2,0,0,1,0.0,0,0,,,俄罗斯
2020-03-05,7,0,2,0,0,4,0.0,0,0,0.0,,俄罗斯
2020-03-06,10,0,2,0,0,3,0.0,0,0,0.0,,俄罗斯
2020-03-07,14,0,3,0,0,4,0.0,1,0,0.0,,俄罗斯
2020-03-08,17,0,3,0,0,3,0.0,0,0,0.0,,俄罗斯
2020-03-09,20,0,3,0,0,3,0.0,0,0,0.0,,俄罗斯
2020-03-11,28,0,3,0,0,8,0.0,0,0,0.0,,俄罗斯
2020-03-12,34,0,3,0,0,6,0.0,0,0,0.0,,俄罗斯
2020-03-13,45,0,8,0,0,11,0.0,5,0,0.0,,俄罗斯
2020-03-14,59,0,8,0,0,14,0.0,0,0,0.0,,俄罗斯
2020-03-15,63,0,8,0,0,4,0.0,0,0,0.0,,俄罗斯
2020-03-16,93,0,8,0,0,30,0.0,0,0,0.0,,俄罗斯
2020-03-17,114,0,8,0,0,21,0.0,0,0,0.0,,俄罗斯
2020-03-18,147,0,8,0,0,33,0.0,0,0,0.0,,俄罗斯
2020-03-19,199,0,8,1,0,52,0.0,0,1,0.0,,俄罗斯
2020-03-20,253,0,8,1,0,54,0.0,0,0,0.0,,俄罗斯
2020-03-21,306,0,16,1,0,53,0.0,8,0,0.0,,俄罗斯
2020-03-22,367,0,16,1,0,61,0.0,0,0,0.0,,俄罗斯
2020-03-23,438,0,17,1,0,71,0.0,1,0,0.0,,俄罗斯
2020-03-24,498,0,17,1,0,60,0.0,0,0,0.0,,俄罗斯
2020-03-25,658,0,29,1,0,160,0.0,12,0,0.0,,俄罗斯
2020-03-26,840,0,38,2,0,182,0.0,9,1,0.0,,俄罗斯
2020-03-27,1036,0,45,3,0,196,0.0,7,1,0.0,,俄罗斯
2020-03-28,1264,0,49,4,0,228,0.0,4,1,0.0,,俄罗斯
2020-03-29,1534,0,64,8,0,270,0.0,15,4,0.0,,俄罗斯
2020-03-30,1836,0,66,9,0,302,0.0,2,1,0.0,,俄罗斯
2020-03-31,2337,0,121,17,0,501,0.0,55,8,0.0,,俄罗斯
2020-02-08,3,0,0,1,0,3,0.0,0,1,,,菲律宾
2020-03-06,5,0,0,1,0,2,0.0,0,0,0.0,,菲律宾
2020-03-07,6,0,0,1,0,1,0.0,0,0,0.0,,菲律宾
2020-03-08,10,0,0,1,0,4,0.0,0,0,0.0,,菲律宾
2020-03-09,24,0,0,1,0,14,0.0,0,0,0.0,,菲律宾
2020-03-10,35,0,0,1,0,11,0.0,0,0,0.0,,菲律宾
2020-03-11,49,0,0,1,0,14,0.0,0,0,0.0,,菲律宾
2020-03-12,52,0,0,1,0,3,0.0,0,0,0.0,,菲律宾
2020-03-13,64,0,2,8,0,12,0.0,2,7,0.0,,菲律宾
2020-03-14,111,0,2,8,0,47,0.0,0,0,0.0,,菲律宾
2020-03-15,140,0,2,12,0,29,0.0,0,4,0.0,,菲律宾
2020-03-16,142,0,3,12,0,2,0.0,1,0,0.0,,菲律宾
2020-03-17,187,0,4,14,0,45,0.0,1,2,0.0,,菲律宾
2020-03-18,202,0,7,17,0,15,0.0,3,3,0.0,,菲律宾
2020-03-19,217,0,8,17,0,15,0.0,1,0,0.0,,菲律宾
2020-03-20,230,0,8,18,0,13,0.0,0,1,0.0,,菲律宾
2020-03-21,307,0,13,19,0,77,0.0,5,1,0.0,,菲律宾
2020-03-22,380,0,15,25,0,73,0.0,2,6,0.0,,菲律宾
2020-03-23,462,0,18,33,0,82,0.0,3,8,0.0,,菲律宾
2020-03-24,552,0,19,33,0,90,0.0,1,0,0.0,,菲律宾
2020-03-25,636,0,26,38,0,84,0.0,7,5,0.0,,菲律宾
2020-03-26,707,0,26,45,0,71,0.0,0,7,0.0,,菲律宾
2020-03-27,803,0,31,54,0,96,0.0,5,9,0.0,,菲律宾
2020-03-28,1075,0,35,68,0,272,0.0,4,14,0.0,,菲律宾
2020-03-29,1418,0,42,71,0,343,0.0,7,3,0.0,,菲律宾
2020-03-30,1546,0,42,78,0,128,0.0,0,7,0.0,,菲律宾
2020-03-31,2084,0,49,88,0,538,0.0,7,10,0.0,,菲律宾
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,芬兰
2020-02-26,2,0,0,0,0,1,0.0,0,0,,,芬兰
2020-02-28,3,0,1,0,0,1,0.0,1,0,,,芬兰
2020-03-01,6,0,1,0,0,3,0.0,0,0,,,芬兰
2020-03-03,7,0,1,0,0,1,0.0,0,0,,,芬兰
2020-03-05,12,0,1,0,0,5,0.0,0,0,0.0,,芬兰
2020-03-06,15,0,1,0,0,3,0.0,0,0,0.0,,芬兰
2020-03-07,19,0,1,0,0,4,0.0,0,0,0.0,,芬兰
2020-03-08,25,0,1,0,0,6,0.0,0,0,0.0,,芬兰
2020-03-09,30,0,1,0,0,5,0.0,0,0,0.0,,芬兰
2020-03-10,40,0,1,0,0,10,0.0,0,0,0.0,,芬兰
2020-03-11,65,0,1,0,0,25,0.0,0,0,0.0,,芬兰
2020-03-12,109,0,1,0,0,44,0.0,0,0,0.0,,芬兰
2020-03-13,155,0,1,0,0,46,0.0,0,0,0.0,,芬兰
2020-03-14,224,0,1,0,0,69,0.0,0,0,0.0,,芬兰
2020-03-15,244,0,1,0,0,20,0.0,0,0,0.0,,芬兰
2020-03-16,272,0,1,0,0,28,0.0,0,0,0.0,,芬兰
2020-03-17,319,0,1,0,0,47,0.0,0,0,0.0,,芬兰
2020-03-18,359,0,1,0,0,40,0.0,0,0,0.0,,芬兰
2020-03-19,400,0,1,0,0,41,0.0,0,0,0.0,,芬兰
2020-03-20,450,0,1,0,0,50,0.0,0,0,0.0,,芬兰
2020-03-21,521,0,1,1,0,71,0.0,0,1,0.0,,芬兰
2020-03-22,626,0,1,1,0,105,0.0,0,0,0.0,,芬兰
2020-03-23,700,0,1,1,0,74,0.0,0,0,0.0,,芬兰
2020-03-24,792,0,1,1,0,92,0.0,0,0,0.0,,芬兰
2020-03-25,802,0,1,3,0,10,0.0,0,2,0.0,,芬兰
2020-03-26,880,0,1,5,0,78,0.0,0,2,0.0,,芬兰
2020-03-27,1025,0,10,7,0,145,0.0,9,2,0.0,,芬兰
2020-03-28,1163,0,10,9,0,138,0.0,0,2,0.0,,芬兰
2020-03-29,1218,0,10,11,0,55,0.0,0,2,0.0,,芬兰
2020-03-30,1352,0,10,13,0,134,0.0,0,2,0.0,,芬兰
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,尼泊尔
2020-02-28,1,0,1,0,0,0,0.0,1,0,,,尼泊尔
2020-03-22,2,0,1,0,0,1,0.0,0,0,0.0,,尼泊尔
2020-03-26,3,0,1,0,0,1,0.0,0,0,0.0,,尼泊尔
2020-03-27,4,0,1,0,0,1,0.0,0,0,0.0,,尼泊尔
2020-03-28,5,0,1,0,0,1,0.0,0,0,0.0,,尼泊尔
2020-03-02,2,0,0,0,0,2,0.0,0,0,,,葡萄牙
2020-03-04,5,0,0,0,0,3,0.0,0,0,0.0,,葡萄牙
2020-03-07,18,0,0,0,0,13,0.0,0,0,0.0,,葡萄牙
2020-03-11,59,0,0,0,0,41,0.0,0,0,0.0,,葡萄牙
2020-03-13,112,0,0,0,0,53,0.0,0,0,0.0,,葡萄牙
2020-03-15,245,0,0,0,0,133,0.0,0,0,0.0,,葡萄牙
2020-03-16,331,0,0,1,0,86,0.0,0,1,0.0,,葡萄牙
2020-03-17,448,0,0,1,0,117,0.0,0,0,0.0,,葡萄牙
2020-03-18,642,0,0,1,0,194,0.0,0,0,0.0,,葡萄牙
2020-03-19,785,0,0,1,0,143,0.0,0,0,0.0,,葡萄牙
2020-03-20,1020,0,0,6,0,235,0.0,0,5,0.0,,葡萄牙
2020-03-21,1280,0,0,12,0,260,0.0,0,6,0.0,,葡萄牙
2020-03-22,1600,0,0,12,0,320,0.0,0,0,0.0,,葡萄牙
2020-03-23,2060,0,14,23,0,460,0.0,14,11,0.0,,葡萄牙
2020-03-24,2362,0,22,29,0,302,0.0,8,6,0.0,,葡萄牙
2020-03-25,2995,0,22,43,0,633,0.0,0,14,0.0,,葡萄牙
2020-03-26,3544,0,43,60,0,549,0.0,21,17,0.0,,葡萄牙
2020-03-27,4268,0,43,76,0,724,0.0,0,16,0.0,,葡萄牙
2020-03-28,5170,0,43,100,0,902,0.0,0,24,0.0,,葡萄牙
2020-03-29,5962,0,43,119,0,792,0.0,0,19,0.0,,葡萄牙
2020-03-30,6408,0,43,140,0,446,0.0,0,21,0.0,,葡萄牙
2020-03-14,2,0,0,0,0,2,0.0,0,0,0.0,,塞舌尔
2020-03-16,4,0,0,0,0,2,0.0,0,0,0.0,,塞舌尔
2020-03-21,7,0,0,0,0,3,0.0,0,0,0.0,,塞舌尔
2020-03-28,8,0,0,0,0,1,0.0,0,0,0.0,,塞舌尔
2020-02-08,2,0,0,0,0,2,0.0,0,0,,,西班牙
2020-02-24,3,0,0,0,0,1,0.0,0,0,,,西班牙
2020-02-25,9,0,2,0,0,6,0.0,2,0,,,西班牙
2020-02-26,13,0,2,0,0,4,0.0,0,0,,,西班牙
2020-02-27,25,0,2,0,0,12,0.0,0,0,,,西班牙
2020-02-28,41,0,2,0,0,16,0.0,0,0,,,西班牙
2020-02-29,58,0,2,0,0,17,0.0,0,0,,,西班牙
2020-03-01,74,0,2,0,0,16,0.0,0,0,,,西班牙
2020-03-02,124,0,3,0,0,50,0.0,1,0,,,西班牙
2020-03-03,165,0,3,1,0,41,0.0,0,1,0.0,,西班牙
2020-03-04,193,0,3,1,0,28,0.0,0,0,0.0,,西班牙
2020-03-05,208,0,3,3,0,15,0.0,0,2,0.0,,西班牙
2020-03-06,387,0,3,5,0,179,0.0,0,2,0.0,,西班牙
2020-03-07,516,0,3,10,0,129,0.0,0,5,0.0,,西班牙
2020-03-08,613,0,3,17,0,97,0.0,0,7,0.0,,西班牙
2020-03-09,1223,0,3,28,0,610,0.0,0,11,0.0,,西班牙
2020-03-10,1695,0,3,35,0,472,0.0,0,7,0.0,,西班牙
2020-03-11,2882,0,183,49,0,1187,0.0,180,14,0.0,,西班牙
2020-03-12,3146,0,189,86,0,264,0.0,6,37,0.0,,西班牙
2020-03-13,4334,0,189,86,0,1188,0.0,0,0,0.0,,西班牙
2020-03-14,6393,0,571,195,0,2059,0.0,382,109,0.0,,西班牙
2020-03-15,7753,0,571,288,0,1360,0.0,0,93,0.0,,西班牙
2020-03-16,9191,0,530,309,0,1438,0.0,0,21,0.0,,西班牙
2020-03-17,11178,0,1028,491,0,1987,0.0,498,182,0.0,,西班牙
2020-03-18,13716,0,1028,491,0,2538,0.0,0,0,0.0,,西班牙
2020-03-19,17147,0,1028,767,0,3431,0.0,0,276,0.0,,西班牙
2020-03-20,20410,0,1588,1041,0,3263,0.0,560,274,0.0,,西班牙
2020-03-21,24926,0,1588,1326,0,4516,0.0,0,285,0.0,,西班牙
2020-03-22,28572,0,2575,1720,0,3646,0.0,987,394,0.0,,西班牙
2020-03-23,39673,0,3355,2182,0,11101,0.0,780,462,0.0,,西班牙
2020-03-24,42058,0,3794,2991,0,2385,0.0,439,809,0.0,,西班牙
2020-03-25,47610,0,3794,3434,0,5552,0.0,0,443,0.0,,西班牙
2020-03-26,56197,0,7015,4145,0,8587,0.0,3221,711,0.0,,西班牙
2020-03-27,65719,0,9357,5138,0,9522,0.0,2342,993,0.0,,西班牙
2020-03-28,73235,0,9357,5690,0,7516,0.0,0,552,0.0,,西班牙
2020-03-29,80110,0,14709,6803,0,6875,0.0,5352,1113,0.0,,西班牙
2020-03-31,94417,0,16780,8189,0,14307,0.0,2071,1386,0.0,,西班牙
2020-02-08,1,0,0,0,0,1,0.0,0,0,,,斯里兰卡
2020-02-28,1,0,1,0,0,0,0.0,1,0,,,斯里兰卡
2020-03-11,2,0,1,0,0,1,0.0,0,0,0.0,,斯里兰卡
2020-03-12,3,0,1,0,0,1,0.0,0,0,0.0,,斯里兰卡
2020-03-13,6,0,1,0,0,3,0.0,0,0,0.0,,斯里兰卡
2020-03-14,11,0,1,0,0,5,0.0,0,0,0.0,,斯里兰卡
